Entity,Code,Year,LGBT+ employment discrimination (historical)
United Arab Emirates,ARE,1985,No protections
United Arab Emirates,ARE,1986,No protections
United Arab Emirates,ARE,1987,No protections
United Arab Emirates,ARE,1988,No protections
United Arab Emirates,ARE,1989,No protections
United Arab Emirates,ARE,1990,No protections
United Arab Emirates,ARE,1991,No protections
United Arab Emirates,ARE,1992,No protections
United Arab Emirates,ARE,1993,No protections
United Arab Emirates,ARE,1994,No protections
United Arab Emirates,ARE,1995,No protections
United Arab Emirates,ARE,1996,No protections
United Arab Emirates,ARE,1997,No protections
United Arab Emirates,ARE,1998,No protections
United Arab Emirates,ARE,1999,No protections
United Arab Emirates,ARE,2000,No protections
United Arab Emirates,ARE,2001,No protections
United Arab Emirates,ARE,2002,No protections
United Arab Emirates,ARE,2003,No protections
United Arab Emirates,ARE,2004,No protections
United Arab Emirates,ARE,2005,No protections
United Arab Emirates,ARE,2006,No protections
United Arab Emirates,ARE,2007,No protections
United Arab Emirates,ARE,2008,No protections
United Arab Emirates,ARE,2009,No protections
United Arab Emirates,ARE,2010,No protections
United Arab Emirates,ARE,2011,No protections
United Arab Emirates,ARE,2012,No protections
United Arab Emirates,ARE,2013,No protections
United Arab Emirates,ARE,2014,No protections
United Arab Emirates,ARE,2015,No protections
United Arab Emirates,ARE,2016,No protections
United Arab Emirates,ARE,2017,No protections
United Arab Emirates,ARE,2018,No protections
United Arab Emirates,ARE,2019,No protections
United Arab Emirates,ARE,2020,No protections
United Arab Emirates,ARE,2021,No protections
United Arab Emirates,ARE,2022,No protections
United Arab Emirates,ARE,2023,No protections
United Arab Emirates,ARE,2024,No protections
United Kingdom,GBR,2010,Sexual orientation and gender identity
United Kingdom,GBR,2011,Sexual orientation and gender identity
United Kingdom,GBR,2012,Sexual orientation and gender identity
United Kingdom,GBR,2013,Sexual orientation and gender identity
United Kingdom,GBR,2014,Sexual orientation and gender identity
United Kingdom,GBR,2015,Sexual orientation and gender identity
United Kingdom,GBR,2016,Sexual orientation and gender identity
United Kingdom,GBR,2017,Sexual orientation and gender identity
United Kingdom,GBR,2018,Sexual orientation and gender identity
United Kingdom,GBR,2019,Sexual orientation and gender identity
United Kingdom,GBR,2020,Sexual orientation and gender identity
United Kingdom,GBR,2021,Sexual orientation and gender identity
United Kingdom,GBR,2022,Sexual orientation and gender identity
United Kingdom,GBR,2023,Sexual orientation and gender identity
United Kingdom,GBR,2024,Sexual orientation and gender identity
United States,USA,2015,Sexual orientation and gender identity
United States,USA,2016,Sexual orientation and gender identity
United States,USA,2017,Sexual orientation and gender identity
United States,USA,2018,Sexual orientation and gender identity
United States,USA,2019,Sexual orientation and gender identity
United States,USA,2020,Sexual orientation and gender identity
United States,USA,2021,Sexual orientation and gender identity
United States,USA,2022,Sexual orientation and gender identity
United States,USA,2023,Sexual orientation and gender identity
United States,USA,2024,Sexual orientation and gender identity
Uruguay,URY,2004,Sexual orientation and gender identity
Uruguay,URY,2005,Sexual orientation and gender identity
Uruguay,URY,2006,Sexual orientation and gender identity
Uruguay,URY,2007,Sexual orientation and gender identity
Uruguay,URY,2008,Sexual orientation and gender identity
Uruguay,URY,2009,Sexual orientation and gender identity
Uruguay,URY,2010,Sexual orientation and gender identity
Uruguay,URY,2011,Sexual orientation and gender identity
Uruguay,URY,2012,Sexual orientation and gender identity
Uruguay,URY,2013,Sexual orientation and gender identity
Uruguay,URY,2014,Sexual orientation and gender identity
Uruguay,URY,2015,Sexual orientation and gender identity
Uruguay,URY,2016,Sexual orientation and gender identity
Uruguay,URY,2017,Sexual orientation and gender identity
Uruguay,URY,2018,Sexual orientation and gender identity
Uruguay,URY,2019,Sexual orientation and gender identity
Uruguay,URY,2020,Sexual orientation and gender identity
Uruguay,URY,2021,Sexual orientation and gender identity
Uruguay,URY,2022,Sexual orientation and gender identity
Uruguay,URY,2023,Sexual orientation and gender identity
Uruguay,URY,2024,Sexual orientation and gender identity
Uzbekistan,UZB,1992,No protections
Uzbekistan,UZB,1993,No protections
Uzbekistan,UZB,1994,No protections
Uzbekistan,UZB,1995,No protections
Uzbekistan,UZB,1996,No protections
Uzbekistan,UZB,1997,No protections
Uzbekistan,UZB,1998,No protections
Uzbekistan,UZB,1999,No protections
Uzbekistan,UZB,2000,No protections
Uzbekistan,UZB,2001,No protections
Uzbekistan,UZB,2002,No protections
Uzbekistan,UZB,2003,No protections
Uzbekistan,UZB,2004,No protections
Uzbekistan,UZB,2005,No protections
Uzbekistan,UZB,2006,No protections
Uzbekistan,UZB,2007,No protections
Uzbekistan,UZB,2008,No protections
Uzbekistan,UZB,2009,No protections
Uzbekistan,UZB,2010,No protections
Uzbekistan,UZB,2011,No protections
Uzbekistan,UZB,2012,No protections
Uzbekistan,UZB,2013,No protections
Uzbekistan,UZB,2014,No protections
Uzbekistan,UZB,2015,No protections
Uzbekistan,UZB,2016,No protections
Uzbekistan,UZB,2017,No protections
Uzbekistan,UZB,2018,No protections
Uzbekistan,UZB,2019,No protections
Uzbekistan,UZB,2020,No protections
Uzbekistan,UZB,2021,No protections
Uzbekistan,UZB,2022,No protections
Uzbekistan,UZB,2023,No protections
Uzbekistan,UZB,2024,No protections
Vanuatu,VUT,2013,Sexual orientation and gender identity
Vanuatu,VUT,2014,Sexual orientation and gender identity
Vanuatu,VUT,2015,Sexual orientation and gender identity
Vanuatu,VUT,2016,Sexual orientation and gender identity
Vanuatu,VUT,2017,Sexual orientation and gender identity
Vanuatu,VUT,2018,Sexual orientation and gender identity
Vanuatu,VUT,2019,Sexual orientation and gender identity
Vanuatu,VUT,2020,Sexual orientation and gender identity
Vanuatu,VUT,2021,Sexual orientation and gender identity
Vanuatu,VUT,2022,Sexual orientation and gender identity
Vanuatu,VUT,2023,Sexual orientation and gender identity
Vanuatu,VUT,2024,Sexual orientation and gender identity
Venezuela,VEN,2012,Sexual orientation only
Venezuela,VEN,2013,Sexual orientation only
Venezuela,VEN,2014,Sexual orientation only
Venezuela,VEN,2015,Sexual orientation only
Venezuela,VEN,2016,Sexual orientation only
Venezuela,VEN,2017,Sexual orientation only
Venezuela,VEN,2018,Sexual orientation only
Venezuela,VEN,2019,Sexual orientation only
Venezuela,VEN,2020,Sexual orientation only
Venezuela,VEN,2021,Sexual orientation only
Venezuela,VEN,2022,Sexual orientation only
Venezuela,VEN,2023,Sexual orientation only
Venezuela,VEN,2024,Sexual orientation only
Vietnam,VNM,1992,No protections
Vietnam,VNM,1993,No protections
Vietnam,VNM,1994,No protections
Vietnam,VNM,1995,No protections
Vietnam,VNM,1996,No protections
Vietnam,VNM,1997,No protections
Vietnam,VNM,1998,No protections
Vietnam,VNM,1999,No protections
Vietnam,VNM,2000,No protections
Vietnam,VNM,2001,No protections
Vietnam,VNM,2002,No protections
Vietnam,VNM,2003,No protections
Vietnam,VNM,2004,No protections
Vietnam,VNM,2005,No protections
Vietnam,VNM,2006,No protections
Vietnam,VNM,2007,No protections
Vietnam,VNM,2008,No protections
Vietnam,VNM,2009,No protections
Vietnam,VNM,2010,No protections
Vietnam,VNM,2011,No protections
Vietnam,VNM,2012,No protections
Vietnam,VNM,2013,No protections
Vietnam,VNM,2014,No protections
Vietnam,VNM,2015,No protections
Vietnam,VNM,2016,No protections
Vietnam,VNM,2017,No protections
Vietnam,VNM,2018,No protections
Vietnam,VNM,2019,No protections
Vietnam,VNM,2020,No protections
Vietnam,VNM,2021,No protections
Vietnam,VNM,2022,No protections
Vietnam,VNM,2023,No protections
Vietnam,VNM,2024,No protections
Yemen,YEM,1994,No protections
Yemen,YEM,1995,No protections
Yemen,YEM,1996,No protections
Yemen,YEM,1997,No protections
Yemen,YEM,1998,No protections
Yemen,YEM,1999,No protections
Yemen,YEM,2000,No protections
Yemen,YEM,2001,No protections
Yemen,YEM,2002,No protections
Yemen,YEM,2003,No protections
Yemen,YEM,2004,No protections
Yemen,YEM,2005,No protections
Yemen,YEM,2006,No protections
Yemen,YEM,2007,No protections
Yemen,YEM,2008,No protections
Yemen,YEM,2009,No protections
Yemen,YEM,2010,No protections
Yemen,YEM,2011,No protections
Yemen,YEM,2012,No protections
Yemen,YEM,2013,No protections
Yemen,YEM,2014,No protections
Yemen,YEM,2015,No protections
Yemen,YEM,2016,No protections
Yemen,YEM,2017,No protections
Yemen,YEM,2018,No protections
Yemen,YEM,2019,No protections
Yemen,YEM,2020,No protections
Yemen,YEM,2021,No protections
Yemen,YEM,2022,No protections
Yemen,YEM,2023,No protections
Yemen,YEM,2024,No protections
Zambia,ZMB,2024,No protections
Zimbabwe,ZWE,2017,Ambiguous
Zimbabwe,ZWE,2018,Ambiguous
Zimbabwe,ZWE,2019,Ambiguous
Zimbabwe,ZWE,2020,Ambiguous
Zimbabwe,ZWE,2021,Ambiguous
Zimbabwe,ZWE,2022,Ambiguous
Zimbabwe,ZWE,2023,Ambiguous
Zimbabwe,ZWE,2024,Ambiguous
